model,landscape,replicate,fixed_site,data_split,mean_absolute_effects
blstm,k1,r7,1,E,0.10582296
blstm,k1,r7,1,F,0.088744804
blstm,k1,r7,1,D,0.09664588
blstm,k1,r7,1,G,0.059930198
blstm,k1,r7,2,C,0.10241458
blstm,k1,r7,2,E,0.099938415
blstm,k1,r7,2,F,0.15650472
blstm,k1,r7,2,D,0.09545368
blstm,k1,r7,2,G,0.15045317
blstm,k1,r7,3,C,0.040480305
blstm,k1,r7,3,E,0.10272548
blstm,k1,r7,3,F,0.080878235
blstm,k1,r7,3,D,0.15872626
blstm,k1,r7,3,G,0.06524291
blstm,k1,r7,4,C,0.051832546
blstm,k1,r7,4,E,0.06620893
blstm,k1,r7,4,F,0.06852422
blstm,k1,r7,4,D,0.065963045
blstm,k1,r7,4,G,0.06524766
blstm,k1,r7,5,C,0.09761755
blstm,k1,r7,5,E,0.14974992
blstm,k1,r7,5,F,0.10463931
blstm,k1,r7,5,D,0.11956207
blstm,k1,r7,5,G,0.12504381
blstm,k1,r2,0,C,0.1088916
blstm,k1,r2,0,E,0.1180402
blstm,k1,r2,0,F,0.118338004
blstm,k1,r2,0,D,0.096709184
blstm,k1,r2,0,G,0.09379016
blstm,k1,r2,1,C,0.08101953
blstm,k1,r2,1,E,0.06770946
blstm,k1,r2,1,F,0.08609935
blstm,k1,r2,1,D,0.07147871
blstm,k1,r2,1,G,0.07133087
blstm,k1,r2,2,C,0.20202763
blstm,k1,r2,2,E,0.12751421
blstm,k1,r2,2,F,0.18354529
blstm,k1,r2,2,D,0.14326116
blstm,k1,r2,2,G,0.1804784
blstm,k1,r2,3,C,0.07952145
blstm,k1,r2,3,E,0.07235378
blstm,k1,r2,3,F,0.059866894
blstm,k1,r2,3,D,0.09225312
blstm,k1,r2,3,G,0.107707456
blstm,k1,r2,4,C,0.14291354
blstm,k1,r2,4,E,0.0978087
blstm,k1,r2,4,F,0.074626215
blstm,k1,r2,4,D,0.08481328
blstm,k1,r2,4,G,0.10979928
blstm,k1,r2,5,C,0.0694355
blstm,k1,r2,5,E,0.07128903
blstm,k1,r2,5,F,0.070633575
blstm,k1,r2,5,D,0.07250711
blstm,k1,r2,5,G,0.10790744
blstm,k2,r5,0,C,0.13085921
blstm,k2,r5,0,E,0.13477527
blstm,k2,r5,0,F,0.1427865
blstm,k2,r5,0,D,0.13889259
blstm,k2,r5,0,G,0.14099532
blstm,k2,r5,1,C,0.09867181
blstm,k2,r5,1,E,0.09865984
blstm,k2,r5,1,F,0.11224351
blstm,k2,r5,1,D,0.10684088
blstm,k2,r5,1,G,0.091497354
blstm,k2,r5,2,C,0.13000317
blstm,k2,r5,2,E,0.1335074
blstm,k2,r5,2,F,0.1274666
blstm,k2,r5,2,D,0.13139996
blstm,k2,r5,2,G,0.13760364
blstm,k2,r5,3,C,0.10923367
blstm,k2,r5,3,E,0.11933337
blstm,k2,r5,3,F,0.11911115
blstm,k2,r5,3,D,0.11331454
blstm,k2,r5,3,G,0.12545933
blstm,k2,r5,4,C,0.10207109
blstm,k2,r5,4,E,0.10261356
blstm,k2,r5,4,F,0.09334497
blstm,k2,r5,4,D,0.09424279
blstm,k2,r5,4,G,0.0957691
blstm,k2,r5,5,C,0.10743258
blstm,k2,r5,5,E,0.11243436
blstm,k2,r5,5,F,0.11473139
blstm,k2,r5,5,D,0.106540866
blstm,k2,r5,5,G,0.124353506
blstm,k2,r4,0,C,0.16767648
blstm,k2,r4,0,E,0.15536964
blstm,k2,r4,0,F,0.16401389
blstm,k2,r4,0,D,0.15664569
blstm,k2,r4,0,G,0.17385076
blstm,k2,r4,1,C,0.09261873
blstm,k2,r4,1,E,0.099364966
blstm,k2,r4,1,F,0.08226561
blstm,k2,r4,1,D,0.1024604
blstm,k2,r4,1,G,0.077354595
blstm,k2,r4,2,C,0.095003754
blstm,k2,r4,2,E,0.08852897
blstm,k2,r4,2,F,0.09278736
blstm,k2,r4,2,D,0.086686015
blstm,k2,r4,2,G,0.08185855
blstm,k2,r4,3,C,0.12550269
blstm,k2,r4,3,E,0.14571239
blstm,k2,r4,3,F,0.13450453
blstm,k2,r4,3,D,0.12978366
blstm,k2,r4,3,G,0.13629119
blstm,k2,r4,4,C,0.06306026
blstm,k2,r4,4,E,0.066129506
blstm,k2,r4,4,F,0.05859176
blstm,k2,r4,4,D,0.06725483
blstm,k2,r4,4,G,0.05965517
blstm,k2,r4,5,C,0.108473025
blstm,k2,r4,5,E,0.12695363
blstm,k2,r4,5,F,0.121760905
blstm,k2,r4,5,D,0.12553114
blstm,k2,r4,5,G,0.119302206
blstm,k2,r7,0,C,0.12288562
blstm,k2,r7,0,E,0.11286209
blstm,k2,r7,0,F,0.11261858
blstm,k2,r7,0,D,0.12901147
blstm,k2,r7,0,G,0.09759959
blstm,k2,r7,1,C,0.13616583
blstm,k2,r7,1,E,0.13160497
blstm,k2,r7,1,F,0.12280327
blstm,k2,r7,1,D,0.13729556
blstm,k2,r7,1,G,0.1362541
blstm,k2,r7,2,C,0.11503014
blstm,k2,r7,2,E,0.12565778
blstm,k2,r7,2,F,0.118211344
blstm,k2,r7,2,D,0.12545855
blstm,k2,r7,2,G,0.12607205
blstm,k2,r7,3,C,0.11084126
blstm,k2,r7,3,E,0.08994656
blstm,k2,r7,3,F,0.09482132
blstm,k2,r7,3,D,0.092444465
blstm,k2,r7,3,G,0.08650817
blstm,k2,r7,4,C,0.12183448
blstm,k2,r7,4,E,0.11267079
blstm,k2,r7,4,F,0.11782605
blstm,k2,r7,4,D,0.11052544
blstm,k2,r7,4,G,0.11235421
blstm,k2,r7,5,C,0.115982026
blstm,k2,r7,5,E,0.11761173
blstm,k2,r7,5,F,0.106452756
blstm,k2,r7,5,D,0.11204763
blstm,k2,r7,5,G,0.108298704
blstm,k2,r2,0,C,0.12112407
blstm,k2,r2,0,E,0.12815928
blstm,k2,r2,0,F,0.13135964
blstm,k2,r2,0,D,0.13398632
blstm,k2,r2,0,G,0.12430701
blstm,k2,r2,1,C,0.1088392
blstm,k2,r2,1,E,0.10889957
blstm,k2,r2,1,F,0.10376377
blstm,k2,r2,1,D,0.103903644
blstm,k2,r2,1,G,0.1086085
blstm,k2,r2,2,C,0.110764325
blstm,k2,r2,2,E,0.09618613
blstm,k2,r2,2,F,0.10817345
blstm,k2,r2,2,D,0.12183715
blstm,k2,r2,2,G,0.11114984
blstm,k2,r2,3,C,0.12853464
blstm,k2,r2,3,E,0.10808291
blstm,k2,r2,3,F,0.13376081
blstm,k2,r2,3,D,0.110198215
blstm,k2,r2,3,G,0.124676585
blstm,k2,r2,4,C,0.085545056
blstm,k2,r2,4,E,0.07534381
blstm,k2,r2,4,F,0.088848166
blstm,k2,r2,4,D,0.0768006
blstm,k2,r2,4,G,0.098806396
blstm,k2,r2,5,C,0.094920546
blstm,k2,r2,5,E,0.08580905
blstm,k2,r2,5,F,0.083558254
blstm,k2,r2,5,D,0.10229806
blstm,k2,r2,5,G,0.096158564
blstm,k3,r5,0,C,0.12328687
blstm,k3,r5,0,E,0.12900586
blstm,k3,r5,0,F,0.13300303
blstm,k3,r5,0,D,0.12935369
blstm,k3,r5,0,G,0.12583572
blstm,k3,r5,1,C,0.14286245
blstm,k3,r5,1,E,0.14720415
blstm,k3,r5,1,F,0.14670463
blstm,k3,r5,1,D,0.14959389
blstm,k3,r5,1,G,0.14465357
blstm,k3,r5,2,C,0.09410321
blstm,k3,r5,2,E,0.0911612
blstm,k3,r5,2,F,0.090675354
blstm,k3,r5,2,D,0.09101309
blstm,k3,r5,2,G,0.09500237
blstm,k3,r5,3,C,0.11386125
blstm,k3,r5,3,E,0.10872602
blstm,k3,r5,3,F,0.10923587
blstm,k3,r5,3,D,0.10819818
blstm,k3,r5,3,G,0.11360193
blstm,k3,r5,4,C,0.14172003
blstm,k3,r5,4,E,0.14493269
blstm,k3,r5,4,F,0.14507622
blstm,k3,r5,4,D,0.14364411
blstm,k3,r5,4,G,0.15158056
blstm,k3,r5,5,C,0.13499677
blstm,k3,r5,5,E,0.13920385
blstm,k3,r5,5,F,0.14080767
blstm,k3,r5,5,D,0.14208278
blstm,k3,r5,5,G,0.13352957
blstm,k3,r4,0,C,0.12678258
blstm,k3,r4,0,E,0.13025202
blstm,k3,r4,0,F,0.122218914
blstm,k3,r4,0,D,0.13468003
blstm,k3,r4,0,G,0.12959614
blstm,k3,r4,1,C,0.084659085
blstm,k3,r4,1,E,0.09235705
blstm,k3,r4,1,F,0.09250446
blstm,k3,r4,1,D,0.09572091
blstm,k3,r4,1,G,0.09022319
blstm,k3,r4,2,C,0.14858373
blstm,k3,r4,2,E,0.1456046
blstm,k3,r4,2,F,0.14478931
blstm,k3,r4,2,D,0.14342071
blstm,k3,r4,2,G,0.14471959
blstm,k3,r4,3,C,0.119852625
blstm,k3,r4,3,E,0.11298052
blstm,k3,r4,3,F,0.11431519
blstm,k3,r4,3,D,0.120938316
blstm,k3,r4,3,G,0.109653
blstm,k3,r4,4,C,0.12928748
blstm,k3,r4,4,E,0.13553265
blstm,k3,r4,4,F,0.1334711
blstm,k3,r4,4,D,0.12990849
blstm,k3,r4,4,G,0.12536594
blstm,k3,r4,5,C,0.16341683
blstm,k3,r4,5,E,0.16136386
blstm,k3,r4,5,F,0.15777156
blstm,k3,r4,5,D,0.16510154
blstm,k3,r4,5,G,0.15303686
blstm,k3,r7,0,C,0.13780074
blstm,k3,r7,0,E,0.13931488
blstm,k3,r7,0,F,0.1336032
blstm,k3,r7,0,D,0.13084109
blstm,k3,r7,0,G,0.1374474
blstm,k3,r7,1,C,0.15176323
blstm,k3,r7,1,E,0.14638862
blstm,k3,r7,1,F,0.14861462
blstm,k3,r7,1,D,0.14966837
blstm,k3,r7,1,G,0.14934139
blstm,k3,r7,2,C,0.15154816
blstm,k3,r7,2,E,0.15105355
blstm,k3,r7,2,F,0.14733948
blstm,k3,r7,2,D,0.15109748
blstm,k3,r7,2,G,0.14656495
blstm,k3,r7,3,C,0.13197745
blstm,k3,r7,3,E,0.1300534
blstm,k3,r7,3,F,0.12899458
blstm,k3,r7,3,D,0.13221392
blstm,k3,r7,3,G,0.13132459
blstm,k3,r7,4,C,0.12669638
blstm,k3,r7,4,E,0.13228182
blstm,k3,r7,4,F,0.13505673
blstm,k3,r7,4,D,0.13393156
blstm,k3,r7,4,G,0.12569617
blstm,k3,r7,5,C,0.0926227
blstm,k3,r7,5,E,0.09348834
blstm,k3,r7,5,F,0.09294053
blstm,k3,r7,5,D,0.089112304
blstm,k3,r7,5,G,0.09637298
blstm,k3,r2,0,C,0.14867547
blstm,k3,r2,0,E,0.14439046
blstm,k3,r2,0,F,0.1488574
blstm,k3,r2,0,D,0.15317842
blstm,k3,r2,0,G,0.1459737
blstm,k3,r2,1,C,0.12738518
blstm,k3,r2,1,E,0.13054425
blstm,k3,r2,1,F,0.1289403
blstm,k3,r2,1,D,0.12816164
blstm,k3,r2,1,G,0.12795894
blstm,k3,r2,2,C,0.11150033
blstm,k3,r2,2,E,0.114161484
blstm,k3,r2,2,F,0.10989612
blstm,k3,r2,2,D,0.112133935
blstm,k3,r2,2,G,0.1166068
blstm,k3,r2,3,C,0.14560452
blstm,k3,r2,3,E,0.14800608
blstm,k3,r2,3,F,0.1472746
blstm,k3,r2,3,D,0.14861612
blstm,k3,r2,3,G,0.14157271
blstm,k3,r2,4,C,0.149226
blstm,k3,r2,4,E,0.15112904
blstm,k3,r2,4,F,0.14755896
blstm,k3,r2,4,D,0.14637634
blstm,k3,r2,4,G,0.14622591
blstm,k3,r2,5,C,0.09665393
blstm,k3,r2,5,E,0.09428018
blstm,k3,r2,5,F,0.08958159
blstm,k3,r2,5,D,0.09115904
blstm,k3,r2,5,G,0.09380898
blstm,k4,r5,0,C,0.1489636
blstm,k4,r5,0,E,0.1500247
blstm,k4,r5,0,F,0.14862189
blstm,k4,r5,0,D,0.15044516
blstm,k4,r5,0,G,0.15000089
blstm,k4,r5,1,C,0.14900237
blstm,k4,r5,1,E,0.14908895
blstm,k4,r5,1,F,0.14724816
blstm,k4,r5,1,D,0.14777815
blstm,k4,r5,1,G,0.1498048
blstm,k4,r5,2,C,0.16324463
blstm,k4,r5,2,E,0.16426058
blstm,k4,r5,2,F,0.16517843
blstm,k4,r5,2,D,0.16185604
blstm,k4,r5,2,G,0.1629609
blstm,k4,r5,3,C,0.1360496
blstm,k4,r5,3,E,0.13476902
blstm,k4,r5,3,F,0.13188878
blstm,k4,r5,3,D,0.13543259
blstm,k4,r5,3,G,0.13750103
blstm,k4,r5,4,C,0.1502026
blstm,k4,r5,4,E,0.14875731
blstm,k4,r5,4,F,0.14669737
blstm,k4,r5,4,D,0.14977372
blstm,k4,r5,4,G,0.14909688
blstm,k4,r5,5,C,0.15015459
blstm,k4,r5,5,E,0.15272835
blstm,k4,r5,5,F,0.15078707
blstm,k4,r5,5,D,0.14746885
blstm,k4,r5,5,G,0.14952756
blstm,k4,r4,0,C,0.13875227
blstm,k4,r4,0,E,0.14169563
blstm,k4,r4,0,F,0.14176972
blstm,k4,r4,0,D,0.14380376
blstm,k4,r4,0,G,0.13941629
blstm,k4,r4,1,C,0.1298649
blstm,k4,r4,1,E,0.13076578
blstm,k4,r4,1,F,0.12968414
blstm,k4,r4,1,D,0.12961715
blstm,k4,r4,1,G,0.12488993
blstm,k4,r4,2,C,0.15591712
blstm,k4,r4,2,E,0.15667216
blstm,k4,r4,2,F,0.15440327
blstm,k4,r4,2,D,0.15364446
blstm,k4,r4,2,G,0.15482123
blstm,k4,r4,3,C,0.15350787
blstm,k4,r4,3,E,0.15181711
blstm,k4,r4,3,F,0.1565644
blstm,k4,r4,3,D,0.15862757
blstm,k4,r4,3,G,0.15486282
blstm,k4,r4,4,C,0.1267459
blstm,k4,r4,4,E,0.12724993
blstm,k4,r4,4,F,0.12564297
blstm,k4,r4,4,D,0.12667933
blstm,k4,r4,4,G,0.12617344
blstm,k4,r4,5,C,0.14041628
blstm,k4,r4,5,E,0.14307721
blstm,k4,r4,5,F,0.14553156
blstm,k4,r4,5,D,0.13956887
blstm,k4,r4,5,G,0.14162238
blstm,k4,r7,0,C,0.13871454
blstm,k4,r7,0,E,0.14295197
blstm,k4,r7,0,F,0.13937049
blstm,k4,r7,0,D,0.13999292
blstm,k4,r7,0,G,0.14080347
blstm,k4,r7,1,C,0.12719803
blstm,k4,r7,1,E,0.12831978
blstm,k4,r7,1,F,0.12730445
blstm,k4,r7,1,D,0.13194788
blstm,k4,r7,1,G,0.12848938
blstm,k4,r7,2,C,0.1253333
blstm,k4,r7,2,E,0.1260805
blstm,k4,r7,2,F,0.12470133
blstm,k4,r7,2,D,0.12571137
blstm,k4,r7,2,G,0.12424004
blstm,k4,r7,3,C,0.15348728
blstm,k4,r7,3,E,0.1546442
blstm,k4,r7,3,F,0.15505476
blstm,k4,r7,3,D,0.15360951
blstm,k4,r7,3,G,0.15741237
blstm,k4,r7,4,C,0.15724948
blstm,k4,r7,4,E,0.1572383
blstm,k4,r7,4,F,0.1544867
blstm,k4,r7,4,D,0.15693988
blstm,k4,r7,4,G,0.15855405
blstm,k4,r7,5,C,0.14491919
blstm,k4,r7,5,E,0.14430407
blstm,k4,r7,5,F,0.1447958
blstm,k4,r7,5,D,0.14425184
blstm,k4,r7,5,G,0.14525686
blstm,k4,r2,0,C,0.11045452
blstm,k4,r2,0,E,0.11009538
blstm,k4,r2,0,F,0.10864492
blstm,k4,r2,0,D,0.11036297
blstm,k4,r2,0,G,0.10805587
blstm,k4,r2,1,C,0.1549427
blstm,k4,r2,1,E,0.15761319
blstm,k4,r2,1,F,0.15549064
blstm,k4,r2,1,D,0.1523271
blstm,k4,r2,1,G,0.1525056
blstm,k4,r2,2,C,0.14159225
blstm,k4,r2,2,E,0.14170496
blstm,k4,r2,2,F,0.14153098
blstm,k4,r2,2,D,0.14224033
blstm,k4,r2,2,G,0.14309202
blstm,k4,r2,3,C,0.13703644
blstm,k4,r2,3,E,0.14358759
blstm,k4,r2,3,F,0.1435453
blstm,k4,r2,3,D,0.13946742
blstm,k4,r2,3,G,0.1433023
blstm,k4,r2,4,C,0.13865879
blstm,k4,r2,4,E,0.13838759
blstm,k4,r2,4,F,0.14025933
blstm,k4,r2,4,D,0.13958797
blstm,k4,r2,4,G,0.14488563
blstm,k4,r2,5,C,0.1568143
blstm,k4,r2,5,E,0.15817037
blstm,k4,r2,5,F,0.1572769
blstm,k4,r2,5,D,0.15511692
blstm,k4,r2,5,G,0.15699837
blstm,k5,r5,0,C,0.16485131
blstm,k5,r5,0,E,0.16415708
blstm,k5,r5,0,F,0.16695975
blstm,k5,r5,0,D,0.16322483
blstm,k5,r5,0,G,0.16201352
blstm,k5,r5,1,C,0.16394417
blstm,k5,r5,1,E,0.16174509
blstm,k5,r5,1,F,0.16384435
blstm,k5,r5,1,D,0.16525127
blstm,k5,r5,1,G,0.16225235
blstm,k5,r5,2,C,0.16269039
blstm,k5,r5,2,E,0.16533077
blstm,k5,r5,2,F,0.16480541
blstm,k5,r5,2,D,0.16244838
blstm,k5,r5,2,G,0.1644452
blstm,k5,r5,3,C,0.16210265
blstm,k5,r5,3,E,0.16377246
blstm,k5,r5,3,F,0.16314065
blstm,k5,r5,3,D,0.16548887
blstm,k5,r5,3,G,0.16418588
blstm,k5,r5,4,C,0.16272724
blstm,k5,r5,4,E,0.16510412
blstm,k5,r5,4,F,0.16442256
blstm,k5,r5,4,D,0.16523066
blstm,k5,r5,4,G,0.16564573
blstm,k5,r5,5,C,0.16362005
blstm,k5,r5,5,E,0.16062114
blstm,k5,r5,5,F,0.16004857
blstm,k5,r5,5,D,0.16218643
blstm,k5,r5,5,G,0.16317666
blstm,k5,r4,0,C,0.16103543
blstm,k5,r4,0,E,0.15942545
blstm,k5,r4,0,F,0.16147026
blstm,k5,r4,0,D,0.15980394
blstm,k5,r4,0,G,0.16003047
blstm,k5,r4,1,C,0.15994869
blstm,k5,r4,1,E,0.16073537
blstm,k5,r4,1,F,0.15841402
blstm,k5,r4,1,D,0.15842307
blstm,k5,r4,1,G,0.15803449
blstm,k5,r4,2,C,0.16320446
blstm,k5,r4,2,E,0.1603701
blstm,k5,r4,2,F,0.16059609
blstm,k5,r4,2,D,0.16092989
blstm,k5,r4,2,G,0.16199131
blstm,k5,r4,3,C,0.16043201
blstm,k5,r4,3,E,0.15945755
blstm,k5,r4,3,F,0.16036773
blstm,k5,r4,3,D,0.15953422
blstm,k5,r4,3,G,0.16055723
blstm,k5,r4,4,C,0.16161782
blstm,k5,r4,4,E,0.15812269
blstm,k5,r4,4,F,0.15791483
blstm,k5,r4,4,D,0.15885684
blstm,k5,r4,4,G,0.16087288
blstm,k5,r4,5,C,0.16247854
blstm,k5,r4,5,E,0.16325611
blstm,k5,r4,5,F,0.1608094
blstm,k5,r4,5,D,0.1597529
blstm,k5,r4,5,G,0.16157734
blstm,k5,r7,0,C,0.1600324
blstm,k5,r7,0,E,0.16028064
blstm,k5,r7,0,F,0.16063096
blstm,k5,r7,0,D,0.1588762
blstm,k5,r7,0,G,0.16000593
blstm,k5,r7,1,C,0.15865985
blstm,k5,r7,1,E,0.1610641
blstm,k5,r7,1,F,0.16001844
blstm,k5,r7,1,D,0.16039093
blstm,k5,r7,1,G,0.16249198
blstm,k5,r7,2,C,0.16138184
blstm,k5,r7,2,E,0.16078396
blstm,k5,r7,2,F,0.16192897
blstm,k5,r7,2,D,0.15911987
blstm,k5,r7,2,G,0.15967849
blstm,k5,r7,3,C,0.16223371
blstm,k5,r7,3,E,0.15867937
blstm,k5,r7,3,F,0.16062957
blstm,k5,r7,3,D,0.16123073
blstm,k5,r7,3,G,0.16029716
blstm,k5,r7,4,C,0.15845746
blstm,k5,r7,4,E,0.15972492
blstm,k5,r7,4,F,0.15871097
blstm,k5,r7,4,D,0.15883943
blstm,k5,r7,4,G,0.15947106
blstm,k5,r7,5,C,0.15932366
blstm,k5,r7,5,E,0.15906797
blstm,k5,r7,5,F,0.1606641
blstm,k5,r7,5,D,0.1578302
blstm,k5,r7,5,G,0.15895872
blstm,k5,r2,0,C,0.1603729
blstm,k5,r2,0,E,0.1597453
blstm,k5,r2,0,F,0.15762034
blstm,k5,r2,0,D,0.16021974
blstm,k5,r2,0,G,0.16123334
blstm,k5,r2,1,C,0.15900098
