,0,1
229,EAGV,0.517661610436
230,ECGV,0.532414753828
231,EDAV,0.00822764232078
232,EDCV,0.019326388993099998
233,EDDV,0.00369135804459
234,EDEV,0.0
235,EDFV,0.012601532634999999
236,EDGA,0.0630157410805
237,EDGC,0.288119947645
238,EDGE,0.00572331789629
239,EDGF,0.179983879263
240,EDGG,0.00725765839843
241,EDGH,0.006515451699149999
242,EDGI,0.0708225671347
243,EDGK,0.0030882629274499997
244,EDGL,0.198273050714
245,EDGM,0.130943794617
246,EDGN,0.00672138968202
247,EDGP,0.00306238362917
248,EDGQ,0.00409079604196
249,EDGR,0.00355952382872
250,EDGS,0.0216489072205
251,EDGT,0.0155491815685
252,EDGW,0.0171302084257
253,EDGY,0.00532775380842
254,EDHV,0.0015397940157899999
255,EDIV,0.005710069475229999
256,EDKV,0.0
257,EDLV,0.023534236146299996
258,EDMV,0.00293660715869
259,EDNV,0.0028699825634699995
260,EDPV,0.00271369638427
261,EDQV,0.00772065731862
262,EDRV,0.00273059362203
263,EDSV,0.0015904255404899999
264,EDTV,0.00091057586316
265,EDVV,0.00416962476893
266,EDWV,0.00363024284518
267,EDYV,0.006344521639149999
268,EEGV,0.160586271057
269,EFGV,0.623095926621
270,EGGV,0.0544098642389
271,EHGV,1.28148537925
272,EIGV,0.313378436576
273,EKGV,0.507882443215
274,ELGV,0.0591504632819
275,EMGV,0.215351191637
276,ENGV,0.25153418443799996
277,EPGV,0.008368956788129999
278,EQGV,0.365444446415
279,ERGV,0.61891151802
280,ESGV,0.710704461196
281,ETGV,0.234168286052
282,EVGV,0.5348796533910001
283,EWGV,0.620970055431
284,EYGV,0.711228906788
285,FAGV,1.91858334368
286,FCGV,1.15017113715
287,FDAV,0.0194041298981
288,FDCV,0.099666667204
289,FDDV,0.0
290,FDEV,0.0
291,FDFV,0.42456045980499996
292,FDGA,1.7329139878400002
293,FDGC,0.463106324336
294,FDGE,0.00403063727663
295,FDGF,0.21231807626200003
296,FDGG,0.8600546023379999
297,FDGH,0.0156619048463
298,FDGI,0.044337010043
299,FDGK,0.0
300,FDGL,0.148153153952
301,FDGM,0.408720762438
302,FDGN,0.112374167273
303,FDGP,0.036955056379
304,FDGQ,0.0
305,FDGR,0.00375456623029
306,FDGS,1.52023341215
307,FDGT,1.16306667294
308,FDGW,0.0880982147607
309,FDGY,0.0338374487421
310,FDHV,0.00442069894857
311,FDIV,0.0
312,FDKV,0.010151234622600001
313,FDLV,0.138733539843
314,FDMV,0.035138889078300005
315,FDNV,0.0
316,FDPV,0.00288508773485
317,FDQV,0.00761342596698
318,FDRV,0.0
319,FDSV,0.00428255210642
320,FDTV,0.0
321,FDVV,0.00772065731862
322,FDWV,0.0383716668736
323,FDYV,0.0
324,FEGV,0.298446297905
325,FFGV,3.6005758841900004
326,FGGV,0.38151298363200004
327,FHGV,2.8037984385400003
328,FIGV,1.44659958181
329,FKGV,1.0466158971200001
330,FLGV,0.486987353816
331,FMGV,0.721343702065
332,FNGV,1.06941444029
333,FPGV,0.16340587389699998
334,FQGV,0.737284170642
335,FRGV,1.44206790118
336,FSGV,1.4900868624899999
337,FTGV,0.792733337608
338,FVGV,1.5873049328
339,FWGV,3.1809108152700003
340,FYGV,4.112764294730001
341,GAGV,0.00554403711375
342,GCGV,0.0406049384905
343,GDAV,0.00147621185715
344,GDCV,0.0122358631612
345,GDDV,0.0
346,GDEV,0.0008565104212849999
347,GDFV,0.019149927323
348,GDGA,0.00423703705988
349,GDGC,0.0041527778001699996
350,GDGD,0.027408333481099997
351,GDGE,0.0
352,GDGF,0.0165023997399
353,GDGG,0.00293137256482
354,GDGH,0.00046533673142800004
355,GDGI,0.000772065731862
356,GDGK,0.0
357,GDGL,0.0050504370695200005
358,GDGM,0.025254291012400003
359,GDGN,0.0
360,GDGP,0.0007289450393910001
361,GDGQ,0.0
362,GDGR,0.000657800003547
363,GDGS,0.0008841397897130001
364,GDGT,0.0010695935017
365,GDGW,0.130667636363
366,GDGY,0.005493875308020001
367,GDHV,0.0016712398464100002
368,GDIV,0.0
369,GDKV,0.0
370,GDLV,0.0
371,GDMV,0.0
372,GDNV,0.0
373,GDPV,0.00091057586316
374,GDQV,0.00309698683402
375,GDRV,0.00140735987066
376,GDSV,0.00165110442657
377,GDTV,0.0
378,GDVV,0.000981205255887
379,GDWV,0.0008407464258010001
380,GDYV,0.00251452600744
381,GEGV,0.00183027268655
382,GFGV,0.0680650410174
383,GGGV,0.0058643956772599995
384,GHGV,0.0635555558982
385,GIGV,0.010741571907899998
386,GKGV,0.012681854018600001
387,GLGV,0.0076275510615300005
388,GMGV,0.0109458200803
389,GNGV,0.006956429817539999
390,GPGV,0.00174946809454
391,GQGV,0.0119687045769
392,GRGV,0.0302209790567
393,GSGV,0.0210608325575
394,GTGV,0.0101614062004
395,GVGV,0.0048617886441000005
396,GWGV,0.0685208337028
397,GYGV,0.11435264962300001
398,HAGV,0.31970448806999996
399,HCGV,0.464923265835
400,HDAV,0.00282560138981
401,HDCV,0.033222222401299996
402,HDDV,0.0030119047781399996
403,HDEV,0.00181512142259
404,HDFV,0.0334247969282
405,HDGA,0.0984444889274
406,HDGC,0.121397641446
407,HDGE,0.00372058825535
408,HDGF,0.105109628398
409,HDGG,0.0261810946685
410,HDGH,0.006873563255450001
411,HDGI,0.0158125000853
412,HDGK,0.0015397940157899999
413,HDGL,0.0677585500151
414,HDGM,0.256953126385
415,HDGN,0.020830333445599997
416,HDGP,0.0032532146565100004
417,HDGQ,0.00665789477274
418,HDGR,0.0009166666716089999
419,HDGS,0.565418946041
420,HDGT,0.433641763433
421,HDGW,0.0533928574307
422,HDGY,0.009650821648280001
423,HDHV,0.0
424,HDIV,0.00232274012552
425,HDKV,0.0
426,HDLV,0.00624493674253
427,HDMV,0.0050756173113199994
428,HDNV,0.00256152649356
429,HDPV,0.00475289019904
430,HDQV,0.0
431,HDRV,0.00529995398806
432,HDSV,0.00100030414165
433,HDTV,0.00307958803159
434,HDVV,0.0013912859635099998
435,HDWV,0.015711783524200003
436,HDYV,0.0
437,HEGV,0.0523682798522
438,HFGV,1.3472397279799997
439,HGGV,0.053383551486099995
440,HHGV,0.8094689162819999
441,HIGV,0.537402860496
442,HKGV,0.222028747967
443,HLGV,0.09176240491969999
444,HMGV,0.12794885535
445,HNGV,0.173195517096
446,HPGV,0.00402525591845
447,HQGV,0.152573056378
448,HRGV,0.366963965943
449,HSGV,0.307335069339
450,HTGV,0.134197406384
451,HVGV,0.504203427948
452,HWGV,1.38395741802
453,HYGV,2.48716449617
454,IAGV,2.5112156607
455,ICGV,1.57049240449
456,IDAV,0.206356178719
457,IDCV,0.111114865464
458,IDDV,0.0
459,IDEV,0.00615917606317
460,IDFV,0.07800000042060001
461,IDGA,1.5116473880599999
462,IDGC,1.4892793447600001
463,IDGE,0.024499069033400003
464,IDGF,0.84012500453
465,IDGG,0.350155444065
466,IDGH,0.16890006241099997
467,IDGI,0.18731323384100002
468,IDGK,0.0039436451052
469,IDGL,0.21845255893399998
470,IDGM,0.499285565325
471,IDGN,0.236016204976
472,IDGP,0.00820881867987
473,IDGQ,0.114289575906
474,IDGR,0.00394770235325
475,IDGS,0.8745982190009999
476,IDGT,0.876808912773
477,IDGW,0.138072055882
478,IDGY,0.0264870449607
479,IDHV,0.0
480,IDIV,0.0011712963026099998
481,IDKV,0.00294713263238
482,IDLV,0.0105416667235
483,IDMV,0.013208835412600001
484,IDNV,0.0030453703867899997
485,IDPV,0.00891327918085
486,IDQV,0.0
487,IDRV,0.0013435457588800003
488,IDSV,0.0185295775647
489,IDTV,0.0010265293438600001
490,IDVV,0.0119166667309
491,IDWV,0.016611111200700003
492,IDYV,0.0223327161698
493,IEGV,0.505034033267
494,IFGV,3.16744549033
495,IGGV,0.539511406418
496,IHGV,2.8676480254100003
497,IIGV,1.64361643912
498,IKGV,1.36800429535
499,ILGV,0.5464932816529999
500,IMGV,0.817503972662
501,INGV,2.28630706938
502,IPGV,0.287032153779
503,IQGV,0.8770666713959999
504,IRGV,1.7450364845299997
505,ISGV,2.05862070169
506,ITGV,0.9418255769730001
507,IVGV,1.6779689309399999
508,IWGV,3.72027820633
509,IYGV,4.38774529032
510,KAGV,0.549334336812
511,KCGV,0.653583336857
512,KDAV,0.00225428376815
513,KDCV,0.0132620968457
514,KDDV,0.0031994163596599998
515,KDEV,0.0012420694931
516,KDFV,0.010322619103299999
517,KDGA,0.0174813972089
518,KDGC,0.19420422639899998
519,KDGD,0.0
520,KDGE,0.0019661645251900003
521,KDGF,0.172911634042
522,KDGG,0.007888402977069999
523,KDGH,0.0218532665005
524,KDGI,0.043512798624
525,KDGK,0.00159196515863
526,KDGL,0.145853023961
527,KDGM,0.33410686196
528,KDGN,0.00488603567999
529,KDGP,0.0029282407565300005
530,KDGQ,0.0269554813937
531,KDGR,0.0010274173450199999
532,KDGS,0.00846761522181
533,KDGT,0.015226851934
534,KDGW,0.08591574733589999
535,KDGY,0.0038120074382600004
536,KDHV,0.00127777778467
537,KDIV,0.0009467472705050001
538,KDKV,0.0005363666043269999
539,KDLV,0.00343972239923
540,KDMV,0.0028365675012800005
541,KDNV,0.0
542,KDPV,0.0013681364466400002
543,KDQV,0.0032564356611199997
544,KDRV,0.00273822551429
545,KDSV,0.0021595535244499997
546,KDTV,0.00209910650293
547,KDVV,0.00187814071364
548,KDWV,0.0075238562497200005
549,KDYV,0.0153018610568
550,KEGV,0.133768238294
551,KFGV,1.38415205758
552,KGGV,0.057541657343
553,KHGV,1.35925639455
554,KIGV,0.618982459478
555,KKGV,0.507561731132
556,KLGV,0.098414378769
557,KMGV,0.250364584683
558,KNGV,0.240636390033
559,KPGV,0.00317226081957
560,KQGV,0.339048842237
561,KRGV,0.746292588458
562,KSGV,0.6491187204309999
563,KTGV,0.32041040070300003
564,KVGV,0.7819765348280001
565,KWGV,1.24921399334
566,KYGV,2.45451415014
567,LAGV,2.26023771846
568,LCGV,1.4342774006799999
569,LDAV,0.15814208621200002
570,LDCV,0.320602065949
571,LDDV,0.003991504875889999
572,LDEV,0.00503829659579
573,LDFV,0.25642018656800003
574,LDGA,1.21617148777
575,LDGC,1.0213482759499999
576,LDGD,0.015226851934
577,LDGE,0.0124583334005
578,LDGF,0.517877136665
579,LDGG,0.19406571693
580,LDGH,0.037305787238199994
581,LDGI,0.472257754484
582,LDGK,0.0026417670825199997
583,LDGL,0.282550650729
584,LDGM,0.560083336353
585,LDGN,0.0945297050697
586,LDGP,0.0083655957613
587,LDGQ,0.0758102840967
588,LDGR,0.00313928048682
589,LDGS,0.41625275352799995
590,LDGT,0.717614780247
591,LDGW,0.15650320597200001
592,LDGY,0.287902662617
593,LDHV,0.0
594,LDIV,0.00247665663986
595,LDKV,0.0
596,LDLV,0.280697713932
597,LDMV,0.128368144152
598,LDNV,0.004350529123989999
599,LDPV,0.0049833333601999995
600,LDQV,0.0
601,LDRV,0.00347490757288
602,LDSV,0.010314964213299999
603,LDTV,0.000748861570522
604,LDVV,0.011387787282
605,LDWV,0.0160439025255
606,LDYV,0.0292500001577
607,LEGV,0.501986326558
608,LFGV,4.02906611368
609,LGGV,0.731433635403
610,LHGV,3.35696195393
611,LIGV,1.7290987421200001
612,LKGV,1.28272763285
613,LLGV,0.633003530646
614,LMGV,0.875806518132
615,LNGV,2.08802441202
616,LPGV,0.713918508231
617,LQGV,0.9062083382189999
618,LRGV,1.7196670693599998
619,LSGV,2.2676997443799998
620,LTGV,1.13793527399
621,LVGV,1.7626191132799998
622,LWGV,4.0459605216100005
623,LYGV,5.07529943739
624,MAGV,0.88327637195
625,MCGV,0.806701741377
626,MDAV,0.09704386017239999
627,MDCV,0.28907226718400003
628,MDDV,0.00352518758599
629,MDEV,0.005622222252540001
630,MDFV,0.19861111218199998
631,MDGA,0.62843393196
632,MDGC,0.658013297971
633,MDGD,0.0
634,MDGE,0.00429597703466
635,MDGF,0.39472685398
636,MDGG,0.0940403230877
637,MDGH,0.0862854942924
638,MDGI,0.524061620632
639,MDGK,0.0027685185334499996
640,MDGL,0.231600417915
641,MDGM,0.391311749098
642,MDGN,0.136614746323
643,MDGP,0.00487982198477
644,MDGQ,0.0481149427882
645,MDGR,0.0024916666800999998
646,MDGS,0.37495662026199994
647,MDGT,0.412649569592
648,MDGW,0.07557444893689999
649,MDGY,0.142684559593
650,MDHV,0.0
651,MDIV,0.0034367816277300002
652,MDKV,0.0074076576976
653,MDLV,0.08087704961639999
654,MDMV,0.0280085159661
655,MDNV,0.00407558862173
656,MDPV,0.0023425926052199997
657,MDQV,0.006525793685979999
658,MDRV,0.0033022088531500004
659,MDSV,0.0098092982985
660,MDTV,0.00650000003505
661,MDVV,0.0115751634611
662,MDWV,0.0
663,MDYV,0.0281490992509
664,MEGV,0.291305806478
665,MFGV,2.2665080917299996
666,MGGV,0.305436041007
667,MHGV,2.03729459697
668,MIGV,1.33684363621
669,MKGV,0.926559935004
670,MLGV,0.362832451897
671,MMGV,0.557579632636
672,MNGV,1.4218620284299999
673,MPGV,0.154735654843
674,MQGV,0.61434491072
675,MRGV,1.3114794689700002
676,MSGV,1.31353644531
677,MTGV,0.6103086869740001
678,MVGV,1.2884438975399999
679,MWGV,2.35080188425
680,MYGV,2.7993624312
681,NAGV,0.0787756523522
682,NCGV,0.139877012248
683,NDAV,0.000935438002768
684,NDCV,0.00409079604196
685,NDDV,0.00472557473812
686,NDEV,0.0
687,NDFV,0.0
688,NDGA,0.00801636494573
689,NDGC,0.117464286348
690,NDGE,0.00840102175666
691,NDGF,0.00965932457484
692,NDGG,0.00607386891548
693,NDGH,0.0068520833702799995
694,NDGI,0.017494680945400003
695,NDGK,0.00417385789052
696,NDGL,0.0518536038832
697,NDGM,0.125808743848
698,NDGN,0.00937927761711
699,NDGP,0.0016585980926500001
700,NDGQ,0.0104322376572
701,NDGR,0.0025183767364
702,NDGS,0.0196293104507
703,NDGT,0.0199188470066
704,NDGW,0.0557202383957
705,NDGY,0.00464548025104
706,NDHV,0.0105416667235
707,NDIV,0.004350529123989999
708,NDKV,0.00232274012552
709,NDLV,0.0018031798342800001
710,NDMV,0.00297916668273
711,NDNV,0.00215813649458
712,NDPV,0.00143499128173
713,NDQV,0.00242551623727
714,NDRV,0.00166447369318
715,NDSV,0.0
716,NDTV,0.0
717,NDVV,0.0010941450491500002
718,NDWV,0.0013912859635099998
719,NDYV,0.0067397541347
720,NEGV,0.010394377966899999
721,NFGV,0.246896931156
722,NGGV,0.0130871987973
723,NHGV,0.182040423867
724,NIGV,0.13165238835
725,NKGV,0.041259856853300005
726,NLGV,0.0218670294319
727,NMGV,0.0332398937962
728,NNGV,0.0262547171227
729,NPGV,0.0026558462675500003
730,NQGV,0.041649918525199996
731,NRGV,0.08043382698530001
732,NSGV,0.0769069655888
733,NTGV,0.0307221874033
734,NVGV,0.14093805924900002
735,NWGV,0.183304141116
736,NYGV,0.5299658231700001
737,PAGV,0.0202698286195
738,PCGV,0.06870552597690001
739,PDAV,0.0013051587372
740,PDCV,0.0
741,PDDV,0.0024916666800999998
742,PDEV,0.0034694093014099995
743,PDFV,0.0176827957943
744,PDGA,0.005813888920239999
745,PDGC,0.0307644559482
746,PDGE,0.0019301643296600003
747,PDGF,0.0
748,PDGG,0.012974359044299999
749,PDGH,0.00332222224013
750,PDGI,0.010461195985200001
751,PDGK,0.00445663959042
752,PDGL,0.0124583334005
753,PDGM,0.0108190790057
754,PDGN,0.0
755,PDGP,0.0027339983522300004
756,PDGQ,0.0018519144244
757,PDGR,0.00165110442657
758,PDGS,0.00214127605321
759,PDGT,0.007830952423170001
760,PDGW,0.0148958334136
761,PDGY,0.0017347046507
762,PDHV,0.0
763,PDIV,0.0
764,PDKV,0.0
765,PDLV,0.00182722223207
766,PDMV,0.00338374487421
767,PDNV,0.0034694093014099995
768,PDPV,0.0031503831587499998
769,PDQV,0.010963333392399998
770,PDRV,0.00973076928323
771,PDSV,0.0032824351474399997
772,PDTV,0.0019577381057899997
773,PDVV,0.00182115172632
774,PDWV,0.0
775,PDYV,0.00856510421285
776,PEGV,0.00959291671839
777,PFGV,0.057326836117699995
778,PGGV,0.013051587372
779,PHGV,0.0703039037248
780,PIGV,0.050410422615099995
781,PKGV,0.0160206688594
782,PLGV,0.00943786606166
783,PMGV,0.00957818105523
784,PNGV,0.0247841313393
785,PPGV,0.00355952382872
786,PQGV,0.0109148230677
787,PRGV,0.029176613060499998
788,PSGV,0.0274707670426
789,PTGV,0.014302892471900001
790,PVGV,0.046178889137900005
791,PWGV,0.065827875173
792,PYGV,0.124967511687
793,QAGV,0.44508422858999996
794,QCGV,0.434424591008
795,QDAV,0.0038475777801700002
796,QDCV,0.025948718088599998
797,QDDV,0.0018031798342800001
798,QDEV,0.0017076843290399998
799,QDFV,0.0770699880009
800,QDGA,0.08901406116289999
801,QDGC,0.241442030287
802,QDGD,0.0
803,QDGE,0.0043178919962700004
804,QDGF,0.147809226987
805,QDGG,0.00960447766372
806,QDGH,0.017386495206400003
807,QDGI,0.038971224168500004
808,QDGK,0.0026667567711399997
809,QDGL,0.0828098533401
810,QDGM,0.33708529593500003
811,QDGN,0.0195620262493
812,QDGP,0.00330512256684
813,QDGQ,0.10363569377399999
814,QDGR,0.00233644810003
815,QDGS,0.061788779211
816,QDGT,0.0460610006449
817,QDGW,0.0532939817688
818,QDGY,0.007757075513520001
819,QDHV,0.0012659738328499998
820,QDIV,0.00219266667849
821,QDKV,0.00300529972381
822,QDLV,0.010426122987700001
823,QDMV,0.0034694093014099995
824,QDNV,0.000666869427764
825,QDPV,0.00261743975945
826,QDQV,0.00118139368453
827,QDRV,0.00200842697712
828,QDSV,0.004493169423130001
829,QDTV,0.0012145494895599998
830,QDVV,0.00207397168367
831,QDWV,0.0240826361131
832,QDYV,0.0141072304682
833,QEGV,0.09254134909949999
834,QFGV,1.07408531207
835,QGGV,0.069920790755
836,QHGV,1.0339304371200002
837,QIGV,0.49737350606499997
838,QKGV,0.31276835031
839,QLGV,0.0762418499214
840,QMGV,0.175057285563
841,QNGV,0.234879009705
842,QPGV,0.022163072895800003
843,QQGV,0.229478766405
844,QRGV,0.461665191614
845,QSGV,0.510694049408
846,QTGV,0.25545357158000004
847,QVGV,0.572101211708
848,QWGV,1.3273024416099999
849,QYGV,1.93381019561
850,RAGV,0.521429688086
851,RCGV,0.582457703468
852,RDAV,0.00227770084331
853,RDCV,0.0118713906415
854,RDDV,0.0016580963993399998
855,RDEV,0.00153743839007
856,RDFV,0.010193181873100001
857,RDGA,0.017560564486900004
858,RDGC,0.157023226653
859,RDGD,0.0054816666962200005
860,RDGE,0.0028649825938400005
861,RDGF,0.09971620332089999
862,RDGG,0.007146796633520001
863,RDGH,0.0300293489779
864,RDGI,0.044338588827599994
865,RDGK,0.0017183908138599998
866,RDGL,0.11555021442199999
867,RDGM,0.31750027249400004
868,RDGN,0.006954825104779999
869,RDGP,0.00303441278507
870,RDGQ,0.06268273576399999
871,RDGR,0.00235124940778
872,RDGS,0.0100517959368
873,RDGT,0.0152574367155
874,RDGW,0.0738655227398
875,RDGY,0.00350853400246
876,RDHV,0.0012618938066800002
877,RDIV,0.00148153153952
878,RDKV,0.00199898704481
879,RDLV,0.00375456623029
880,RDMV,0.0025913333473099997
881,RDNV,0.0009541630454689999
882,RDPV,0.0015475219656800002
883,RDQV,0.00207813817464
884,RDRV,0.0014952718756700001
885,RDSV,0.00191881360131
886,RDTV,0.0020413356614500003
887,RDVV,0.00237404361032
888,RDWV,0.00402153877262
889,RDYV,0.007353455324199999
890,REGV,0.115501814208
891,RFGV,1.3816297533000002
892,RGGV,0.0587625585768
893,RHGV,1.33155411166
894,RIGV,0.654597448438
895,RKGV,0.481059818545
896,RLGV,0.109209220447
897,RMGV,0.254545030362
898,RNGV,0.241493080143
899,RPGV,0.00319092117734
900,RQGV,0.290389975524
901,RRGV,0.6989941619650001
902,RSGV,0.5947496884669999
903,RTGV,0.272821108927
904,RVGV,0.76515305031
905,RWGV,1.14263348335
906,RYGV,1.89300223243
907,SAGV,0.204110229103
908,SCGV,0.252628670638
909,SDAV,0.0016988636455199998
910,SDCV,0.0154103079813
911,SDDV,0.000780864201741
912,SDEV,0.00279676872256
913,SDFV,0.00407862105374
914,SDGA,0.0365949203937
915,SDGC,0.119297980441
916,SDGE,0.0011589147349300001
917,SDGF,0.101563875336
918,SDGG,0.00997621333604
919,SDGH,0.17263992735999997
920,SDGI,0.0259447816933
921,SDGK,0.0038279795364699995
922,SDGL,0.0761554669844
923,SDGM,0.165383618086
924,SDGN,0.014391010419700001
925,SDGP,0.00202691044643
926,SDGQ,0.0176665132935
927,SDGR,0.00259013460732
928,SDGS,0.170943191897
929,SDGT,0.156510686576
930,SDGW,0.257175596625
931,SDGY,0.00657800003547
932,SDHV,0.0
933,SDIV,0.00418447839406
934,SDKV,0.0
935,SDLV,0.0033022088531500004
936,SDMV,0.00267833877666
937,SDNV,0.005374183035510001
938,SDPV,0.00213571429723
939,SDQV,0.0
940,SDRV,0.00109051724726
941,SDSV,0.00376603055466
942,SDTV,0.0
943,SDVV,0.00316859346602
944,SDWV,0.0028550347376199996
945,SDYV,0.00261031747439
